A股	A<s>gu2
量變	liang6<s>bin3
量販店	liang6<s>faan3<s>dim3
量腹而食	liang6<s>foek2<s>ji4<s>sik6
量入爲出	liang6<s>jap5<s>wai4<s>cat2
量力而行	liang6<s>lik5<s>ji4<s>hiang4
量力而爲	liang6<s>lik5<s>ji4<s>wai4
量才稱職	liang6<s>zaai4<s>cing1<s>zik2
量才錄用	liang6<s>zaai4<s>loek5<s>joeng6
量詞	liang6<s>zi4
力不能勝	lik5<s>bat2<s>nang4<s>sing3
力量	lik5<s>liang6
力能扛鼎	lik5<s>nang4<s>gaang1<s>ding2
力透紙背	lik5<s>tau3<s>zi2<s>bui3
連累	lin4<s>lui6
連篇累牘	lin4<s>pin1<s>lui5<s>doek6
鈴啷	ling3<s>lung2
鈴鐺	ling4<s>daang1
靈祇	ling4<s>gi4
零米	ling4<s>mai5
溜邊	liu1<s>bin1
溜冰	liu1<s>bing1
溜達	liu1<s>daat6
溜雞	liu1<s>gai1
溜腰花	liu1<s>jiu1<s>waa1
溜圓	liu1<s>jyun4
溜了	liu1<s>liu5
溜鬚	liu1<s>slu1
溜鬚拍馬	liu1<s>slu1<s>piak2<s>maa5
溜熟	liu1<s>soek6
溜滑梯	liu1<s>waat6<s>tai1
溜走	liu1<s>zau2
溜之大吉	liu1<s>zi1<s>daai6<s>gat2
溜牆根	liu1<s>ziang4<s>gan1
溜尖	liu1<s>zim1
潦草	liu4<s>caau2
潦倒	liu4<s>daau2
瞭望	liu4<s>mung6
了吧	liu5<s>baa6
瞭解	liu5<s>gaai2
瞭若指掌	liu5<s>jiak5<s>zi2<s>ziang2
瞭然	liu5<s>jyun4
囉里囉嗦	lo1<s>li5<s>lo1<s>slo1
囉囉嗦嗦	lo1<s>lo1<s>slo1<s>slo1
囉嗦	lo1<s>slo1
羅圈	lo4<s>hyun1
羅圈腿	lo4<s>hyun1<s>tui2
囉唕	lo4<s>zaau6
䍡𦌊	loek5<s>coek2
六馱	loek5<s>do6
六分之	loek5<s>fan6<s>zi1
六下	loek5<s>jaa5
谷蠡	loek5<s>lai5
六米	loek5<s>mai5
鹿脯	loek5<s>pu2
六十有奇	loek5<s>sap6<s>jau5<s>gi1
綠筠	loek5<s>wan4
隆重	loeng4<s>zoeng5
籠箱	loeng5<s>sliang1
籠統	loeng5<s>toeng2
籠罩	loeng5<s>zaau3
弄錯	loeng6<s>co3
弄堂	loeng6<s>daang4
弄飯	loeng6<s>faan6
弄假成真	loeng6<s>gaa2<s>sing4<s>zan1
弄權	loeng6<s>gyun4
弄巧成拙	loeng6<s>haau2<s>sing4<s>zyut2
弄口鳴舌	loeng6<s>hau2<s>ming4<s>sit6
弄虛作假	loeng6<s>hyu1<s>zaak2<s>gaa2
弄瓦	loeng6<s>waa5
弄臣	loeng6<s>zan4
弄璋	loeng6<s>ziang1
爐柵	lu4<s>ciak2
酪酥	lu6<s>slu1
酪酒	lu6<s>zau2
累囚	lui4<s>zau4
累贅	lui4<s>zui6
累次	lui5<s>ci3
累遷	lui5<s>cim1
累犯不改	lui5<s>faam6<s>bat2<s>gaai2
累教不改	lui5<s>gaau3<s>bat2<s>gaai2
累計	lui5<s>gi3
累建奇功	lui5<s>gin3<s>gi4<s>goeng1
累累犯錯	lui5<s>lui5<s>faam6<s>co3
累卵	lui5<s>lun5
累年豐收	lui5<s>nin4<s>foeng1<s>sau1
累世	lui5<s>si3
累土爲山	lui5<s>tu2<s>wai4<s>saan1
累進	lui5<s>zan3
累積	lui5<s>zik2
累句	lui6<s>gyu3
卵泡	lun5<s>paau1
亂哄哄	lun6<s>hoeng1<s>hoeng1
屢見不鮮	lyu5<s>gin3<s>bat2<s>slyun2
裂縫	lyut5<s>foeng6
咧起嘴笑	lyut5<s>hi2<s>zui2<s>sliu3
咧嘴	lyut5<s>zui2
捩轉	lyut5<s>zyun2
螞螂	maa1<s>laang4
馬嘟嘚	maa3<s>du1<s>dak2
麻疤	maa4<s>be4
嘛嘛哋	maa4<s>maa4<s>di6
麻將牌	maa4<s>ziang3<s>baai4
馬背	maa5<s>bui3
嗎啡	maa5<s>fi1
螞蜂	maa5<s>foeng1
馬圈	maa5<s>gyun6
螞蝗	maa5<s>hung4
螞蟥	maa5<s>hung4
嗎哪	maa5<s>naa4
螞蟻	maa5<s>nji5
馬扎	maa5<s>zaap6
罵罵咧咧	maa6<s>maa6<s>le3<s>le3
駡駡咧咧	maa6<s>maa6<s>le3<s>le3
螞蚱	maa6<s>zaa3
埋藏	maai4<s>zaang4
晚間	maan5<s>gaan1
萬馱	maan6<s>do6
萬分之	maan6<s>fan6<s>zi1
萬古長青	maan6<s>gu2<s>ziang4<s>cing1
萬下	maan6<s>jaa5
萬米	maan6<s>mai5
萬乘	maan6<s>sing6
萬乘之國	maan6<s>sing6<s>zi1<s>guk2
漫長	maan6<s>ziang4
萬象更新	maan6<s>ziang6<s>gang1<s>slan1
萬重山	maan6<s>zoeng4<s>saan1
芒草	maang1<s>caau2
芒果	maang1<s>go2
芒種	maang4<s>zoeng3
抹布	maat5<s>bu3
抹檯	maat5<s>daai4
抹乾	maat5<s>gaan1
抹桌子	maat5<s>zuk2<s>zi2
茅塞頓開	maau4<s>slak2<s>dan3<s>haai1
冒泡	maau6<s>paau5
美不勝收	mai5<s>bat2<s>sing3<s>sau1
美差	mai5<s>caai1
美好	mai5<s>haau2
墨翟	mak5<s>dik6
冒頓	mak5<s>doek6
万俟	mak5<s>gi4
墨暈	mak5<s>wan6
默識	mak5<s>zi3
民富國強	man4<s>fu3<s>guk2<s>giang4
民間	man4<s>gaan1
民間藝術	man4<s>gaan1<s>nji6<s>slat6
氓之蚩蚩	man4<s>zi1<s>ci1<s>ci1
繆巧	mau6<s>haau2
貿易	mau6<s>hik2
繆悠	mau6<s>jau4
繆然	mau6<s>jyun4
繆戾	mau6<s>lui6
繆種	mau6<s>zoeng2
繆種流傳	mau6<s>zoeng2<s>lau4<s>zyun4
冇得彈	me5<s>dak2<s>daan4
冇計	me5<s>gi3
眯縫	mi3<s>foeng6
瞇縫	mi3<s>foeng6
眯睎	mi3<s>hi1
瞇睎	mi3<s>hi1
靡敝	mi4<s>bi6
靡費	mi4<s>fi3
靡爛	mi4<s>laan6
眉暈	mi4<s>wan6
靡靡之音	mi5<s>mi5<s>zi1<s>jam1
靡日不思	mi5<s>njat5<s>bat2<s>sli1
靡所不有	mi5<s>slo2<s>bat2<s>jau5
未冠	mi6<s>gun3
味覺	mi6<s>kiak2
盲頭雞	miang4<s>dau4<s>gai1
棉褸	min4<s>lau1
靦腆	min5<s>dim2
勉強	min5<s>kiang2
緬靦	min5<s>min5
勉爲其難	min5<s>wai4<s>gi4<s>naan4
名不見經傳	ming4<s>bat2<s>gin3<s>ging1<s>zyun6
名不虛傳	ming4<s>bat2<s>hyu1<s>zyun4
名稱	ming4<s>cing1
名分	ming4<s>fan6
名媛	ming4<s>jyun4
明瞭	ming4<s>liu5
名勝	ming4<s>sing3
名勝古蹟	ming4<s>sing3<s>gu2<s>zik2
明朝	ming4<s>ziu4
酩酊	ming5<s>ding2
酩酊大醉	ming5<s>ding2<s>daai6<s>zui3
妙着	miu6<s>ziak6
妙著	miu6<s>ziak6
摹仿	mo1<s>fung2
膜拜	mo4<s>baai3
膜唄	mo4<s>baai6
莫邪	moek5<s>je4
木吒	moek5<s>zaa1
蒙娜麗莎	moeng4<s>naa4<s>lai6<s>saa1
磨杵成針	mu4<s>cyu2<s>sing4<s>zam1
磨穿鐵硯	mu4<s>cyun1<s>tit2<s>jyun6
磨刀	mu4<s>daau1
磨耗	mu4<s>haau3
磨礪	mu4<s>lai6
磨練	mu4<s>lin6
磨晚	mu4<s>maan5
磨滅	mu4<s>mit5
磨牙	mu4<s>njaa4
磨損	mu4<s>slun2
磨磚成鏡	mu4<s>zyun1<s>sing4<s>ging3
磨不開	mu6<s>bat2<s>haai1
磨盤	mu6<s>bun4
磨得開	mu6<s>dak2<s>haai1
磨豆腐	mu6<s>dau6<s>fu6
磨坊	mu6<s>fung4
磨米	mu6<s>mai5
磨麪	mu6<s>min6
磨麵	mu6<s>min6
磨石	mu6<s>sik6
玫瑰	mui4<s>gui3
梅花參	mui4<s>waa1<s>sam1
門當戶對	mun4<s>daang1<s>hu6<s>dui3
門縫	mun4<s>foeng6
門閤	mun4<s>gaap2
門檻	mun4<s>kaam2
門匙	mun4<s>si4
網吧	mung5<s>baa1
望風披靡	mung6<s>foeng1<s>pi1<s>mi5
妄自菲薄	mung6<s>zi6<s>fi2<s>buk6
抹黑	mut5<s>hak2
沒有吧	mut5<s>jau5<s>baa6
抹淚	mut5<s>lui6
抹殺	mut5<s>saat2
抹煞	mut5<s>saat2
抹上	mut5<s>sang5
沒着	mut5<s>ziak6
沒著	mut5<s>ziak6
抹牆	mut5<s>ziang4
娜娜	naa4<s>naa4
哪吒	naa4<s>zaa1
拿着	naa4<s>ziak6
拿著	naa4<s>ziak6
奶奶	naai4<s>naai5
難保	naan4<s>baau2
難產	naan4<s>caan2
難處	naan4<s>cyu3
難當重任	naan4<s>daang1<s>zoeng5<s>njam6
難道	naan4<s>daau6
難題	naan4<s>dai4
難得	naan4<s>dak2
難點	naan4<s>dem2
難分難解	naan4<s>fan1<s>naan4<s>gaai2
難解難分	naan4<s>gaai2<s>naan4<s>fan1
難過	naan4<s>gu3
難怪	naan4<s>gwaai3
難關	naan4<s>gwaan1
難看	naan4<s>haan3
難以	naan4<s>ji5
難以相處	naan4<s>ji5<s>sliang1<s>cyu2
難易	naan4<s>ji6
難堪	naan4<s>kaam1
難免	naan4<s>min5
難耐	naan4<s>naai6
難能可貴	naan4<s>nang4<s>ko2<s>gwai3
難事	naan4<s>sai6
難受	naan4<s>sau6
難色	naan4<s>sik2
難說	naan4<s>syut2
難聽	naan4<s>ting1
難爲	naan4<s>wai4
難爲情	naan4<s>wai4<s>zing4
難兄難弟	naan4<s>wing1<s>naan4<s>dai6
難字	naan4<s>zi6
難廕	naan6<s>jam3
難友	naan6<s>jau5
難民	naan6<s>man4
呢絨	nai4<s>joeng4
呢喃	nai4<s>naam4
諗計	nam5<s>gi3
稔色	nam5<s>sik2
能者爲師	nang4<s>ze2<s>wai4<s>sai1
扭轉	nau2<s>zyun2
輾壓	nen2<s>aat2
輾斃	nen2<s>bi6
輾平	nen2<s>bing4
輾過	nen2<s>gu3
輾米	nen2<s>mai5
輾米廠	nen2<s>mai5<s>caang2
輾死	nen2<s>sli2
輾軋	nen2<s>zaat2
輾子	nen2<s>zi2
輾中藥	nen2<s>zoeng1<s>jiak5
五顏六色	ng5<s>njaan4<s>loek5<s>sik2,ngu5<s>njaan4<s>loek5<s>sik2
呆板	ngaai4<s>baan2
獃板	ngaai4<s>baan2
挨打	ngaai4<s>daa2
挨罵	ngaai4<s>maa6
挨磨	ngaai4<s>mu4
樂羣	ngaau6<s>gwan4
樂業	ngaau6<s>nip5
樂山樂水	ngaau6<s>saan1<s>ngaau6<s>sui2
銀翹	ngan4<s>giu4
銀行	ngan4<s>haang4
弱不禁風	ngiak5<s>bat2<s>kam1<s>foeng1
弱冠	ngiak5<s>gun3
迎頭趕上	nging4<s>dau4<s>gaan2<s>sang5
哦松	ngo4<s>zoeng4
卧虎藏龍	ngo6<s>hu2<s>zaang4<s>loeng4
臥虎藏龍	ngo6<s>hu2<s>zaang4<s>loeng4
卧鋪	ngo6<s>pu1
臥鋪	ngo6<s>pu1
疑難	ni4<s>naan4
泥窗縫	ni6<s>caang1<s>foeng6
泥古不化	ni6<s>gu2<s>bat2<s>waa3
泥守成規	ni6<s>sau2<s>sing4<s>kwai1
泥牆	ni6<s>ziang4
孃孃	niang3<s>niang3
𣘗木	nik5<s>moek5
年號	nin4<s>haau6
年少	nin4<s>siu3
年載	nin4<s>zaai2
年長	nin4<s>ziang2
擰包	ning1<s>baau1
擰出去	ning1<s>cat2<s>hyu3
擰出來	ning1<s>cat2<s>laai4
擰返	ning1<s>faan2
擰返去	ning1<s>faan2<s>hyu3
擰過來	ning1<s>gu3<s>laai4
擰起	ning1<s>hi2
擰起身	ning1<s>hi2<s>san1
擰來	ning1<s>laai4
擰走	ning1<s>zau2
擰住	ning1<s>zyu6
寧願	ning4<s>jyun6
嫋娜	niu5<s>no4
裊娜	niu5<s>no4
衙差	njaa4<s>caai1
廿八拐	njaa6<s>baat2<s>gwaai2
眼泡	njaan5<s>paau1
雁行	njaan6<s>haang4
飲彈	njam2<s>daan6
飲馬	njam3<s>maa5
飲牛	njam3<s>njau4
任劍輝	njam4<s>gim3<s>wai1
任賢齊	njam4<s>jyun4<s>zai4
人稱	njan4<s>cing1
人間	njan4<s>gaan1
人影幢幢	njan4<s>ing2<s>zung4<s>zung4
人參	njan4<s>sam1
人生觀	njan4<s>siang1<s>gun1
人爲	njan4<s>wai4
人才濟濟	njan4<s>zaai4<s>zai2<s>zai2
人質	njan4<s>zat2
仁者樂山	njan4<s>ze2<s>ngaau6<s>saan1
人種	njan4<s>zoeng2
忍飢挨餓	njan5<s>gi1<s>ngaai4<s>ngo6
忍俊不禁	njan5<s>zan3<s>bat2<s>gam3
認識	njan6<s>sik2
日月之行	njat5<s>njyut5<s>zi1<s>hiang4
日蝕	njat5<s>sik6
日相	njat5<s>sliang3
日暈	njat5<s>wan6
日積月累	njat5<s>zik2<s>njyut5<s>lui5
牛扒	njau4<s>baa4
儀仗	nji4<s>ziang6
耳背	nji5<s>bui6
蟻竇	nji5<s>dau3
耳膜	nji5<s>moek5
二分之	nji6<s>fan6<s>zi1
二下	nji6<s>jaa5
二十八宿	nji6<s>sap6<s>baat2<s>slau3
嚴厲	njim4<s>lai6
嚴重	njim4<s>zoeng5
欲擒故縱	njoek5<s>gam4<s>gu3<s>zoeng3
肉脯	njoek5<s>pu2
玉勝	njoek5<s>sing3
銳不可當	njui5<s>bat2<s>ko2<s>daang1
玉米	njyu6<s>mai5
言聽計從	njyun4<s>ting1<s>gi3<s>zoeng4
言爲心聲	njyun4<s>wai4<s>slam1<s>sing1
言傳身教	njyun4<s>zyun4<s>san1<s>gaau3
軟磨硬泡	njyun5<s>mu4<s>ngiang6<s>paau3
月沒參橫	njyut5<s>mut5<s>sam1<s>wiang4
月蝕	njyut5<s>sik6
月相	njyut5<s>sliang3
月暈	njyut5<s>wan6
月氏	njyut5<s>zi1
濃墨重彩	noeng4<s>mak5<s>zoeng5<s>caai2
膿泡	noeng4<s>paau1
怒號	nu6<s>haau4
內省	nui6<s>sling2
女紅	nyu5<s>goeng1
阿黨	o1<s>daang2
阿附	o1<s>fu6
阿諛	o1<s>jyu4
阿諛奉承	o1<s>jyu4<s>foeng6<s>sing4
阿彌陀佛	o1<s>mi4<s>do4<s>fat6
婀娜	o1<s>no4
婀娜多姿	o1<s>no4<s>do1<s>zi1
阿私	o1<s>sli1
壅罯	oeng1<s>ap2
壅閉	oeng1<s>bai3
壅蔽	oeng1<s>bi6
壅肥	oeng1<s>fi4
壅泥	oeng1<s>nai4
壅塞	oeng1<s>slak2
壅土	oeng1<s>tu2
壅滯	oeng1<s>zai6
壅積	oeng1<s>zik2
pH值	pH<s>zik6
胮腫	paang1<s>zoeng2
膀腫	paang1<s>zoeng2
泡尿	paau1<s>niu6
泡屎	paau1<s>si2
跑馬賣解	paau2<s>maa5<s>maai6<s>haai6
泡吧	paau3<s>baa1
泡菜	paau3<s>caai3
泡騰	paau3<s>dang4
泡飯	paau3<s>faan6
泡發	paau3<s>faat2
泡芙	paau3<s>fu4
泡腳	paau3<s>giak2
泡哥	paau3<s>go1
泡開	paau3<s>haai1
泡影	paau3<s>ing2
泡油	paau3<s>jau4
泡麪	paau3<s>min6
泡妞	paau3<s>nau2
泡泡	paau3<s>paau3
泡泡糖	paau3<s>paau3<s>daang4
泡泡浴	paau3<s>paau3<s>njoek5
泡泡紗	paau3<s>paau3<s>saa1
泡水	paau3<s>sui2
泡湯	paau3<s>taang1
泡溫泉	paau3<s>wan1<s>zyun4
泡茶	paau3<s>zaa4
泡澡	paau3<s>zaau2
泡椒	paau3<s>ziu1
品行	pan2<s>hiang4
品種	pan2<s>zoeng2
否極泰來	pi2<s>gik6<s>taai3<s>laai4
否泰	pi2<s>taai3
拍檔	piak2<s>daang3
偏裨	pin1<s>bi4
偏差	pin1<s>caa1
扁桃	pin1<s>daau4
扁桃果	pin1<s>daau4<s>go2
扁桃樹	pin1<s>daau4<s>syu6
編號	pin1<s>haau6
扁舟	pin1<s>zau1
漂萍	piu1<s>bing4
漂浮	piu1<s>fau4
漂游	piu1<s>jau4
漂遊	piu1<s>jau4
漂移	piu1<s>ji4
漂洋過海	piu1<s>jiang4<s>gu3<s>haai2
漂淪	piu1<s>lan4
漂流	piu1<s>lau4
漂鳥	piu1<s>niu5
漂着	piu1<s>ziak6
漂白	piu3<s>biak6
漂白粉	piu3<s>biak6<s>fan2
驃騎	piu3<s>gi6
驃悍	piu3<s>haan6
驃勇	piu3<s>joeng5
漂亮	piu3<s>liang6
漂染	piu3<s>njim5
漂洗	piu3<s>slai2
漂賬	piu3<s>ziang3
頗爲得意	po2<s>wai4<s>dak2<s>ji3
鋪砌	pu1<s>cai3
鋪設	pu1<s>cyut2
鋪地毯	pu1<s>di6<s>taan2
鋪墊	pu1<s>dim6
鋪蓋	pu1<s>gaai3
鋪開	pu1<s>haai1
鋪錦列繡	pu1<s>kam2<s>lyut5<s>slau3
鋪路	pu1<s>lu6
鋪眉苫眼	pu1<s>mi4<s>sim3<s>njaan5
鋪床	pu1<s>saang4
鋪牀	pu1<s>saang4
鋪床單	pu1<s>saang4<s>daan1
鋪牀單	pu1<s>saang4<s>daan1
鋪天蓋地	pu1<s>tin1<s>gaai3<s>di6
鋪鐵軌	pu1<s>tit2<s>gwai2
鋪陳	pu1<s>zan4
鋪張	pu1<s>ziang1
鋪張揚厲	pu1<s>ziang1<s>jiang4<s>lai6
鋪敘	pu1<s>zyu6
脯醢	pu2<s>haai2
鋪保	pu3<s>baau2
舖面	pu3<s>min6
鋪面	pu3<s>min6
舖位	pu3<s>wai6
鋪位	pu3<s>wai6
配匙	pui3<s>si4
配種	pui3<s>zoeng2
朴刀	puk2<s>daau1
仆倒	puk2<s>daau2
仆低	puk2<s>dai1
仆街	puk2<s>gaai1
仆開	puk2<s>haai1
朴樹	puk2<s>syu6
仆在	puk2<s>zaai6
仆住	puk2<s>zyu6
番禺	pun1<s>jyu4
判處	pun3<s>cyu2
莎車	saa1<s>ce1
莎車縣	saa1<s>ce1<s>jyun6
莎雞	saa1<s>gai1
莎拉	saa1<s>laai1
莎拉波娃	saa1<s>laai1<s>bo1<s>waa1
莎樂美	saa1<s>laak5<s>mai5
莎麗	saa1<s>lai6
莎翁	saa1<s>oeng1
莎士比亞	saa1<s>sai6<s>bi2<s>aa3
耍弄	saa2<s>loeng6
塞翁失馬	saai3<s>oeng1<s>sat2<s>maa5
塞外	saai3<s>waai6
柵極	saan1<s>gik6
山稔	saan1<s>nem1
山阿	saan1<s>o1
山重水複	saan1<s>zoeng4<s>sui2<s>foek2
孱王	saan4<s>hung4
孱羸	saan4<s>lui4
孱微	saan4<s>mi4
孱弱	saan4<s>ngiak5
孱瑣	saan4<s>slu2
床檔	saang4<s>daang3
牀檔	saang4<s>daang3
牀鋪	saang4<s>pu1
師長	sai1<s>ziang2
使館	sai2<s>gun2
使用	sai2<s>joeng6
使命	sai2<s>ming6
史乘	sai2<s>sing6
使者	sai2<s>ze2
使節	sai2<s>zit2
事在人爲	sai6<s>zaai6<s>njan4<s>wai4
深更半夜	sam1<s>giang1<s>bun3<s>jaa6
參商	sam1<s>siang1
深爲感動	sam1<s>wai4<s>gaam2<s>doeng6
深惡痛絕	sam1<s>wu3<s>toeng3<s>zyut6
深造	sam1<s>zaau6
深重	sam1<s>zoeng5
審度	sam2<s>daak6
審度時勢	sam2<s>daak6<s>si4<s>si3
審核	sam2<s>hat6
審時度勢	sam2<s>si4<s>daak6<s>si3
什麼	sam6<s>mo1
身分	san1<s>fan6
身強力壯	san1<s>giang4<s>lik5<s>zaang3
身長	san1<s>ziang4
神祇	san4<s>gi4
晨褸	san4<s>lau1
神辱志沮	san4<s>njoek5<s>zi3<s>zyu2
雋永	san5<s>wing5
慎重	san6<s>zoeng5
上班	sang5<s>baan1
上當	sang5<s>daang3
上當受騙	sang5<s>daang3<s>sau6<s>pin3
上堂	sang5<s>daang4
上街	sang5<s>gaai1
上供	sang5<s>goeng3
上去	sang5<s>hyu3
上陰入調	sang5<s>jam1<s>jap5<s>diu6
上陽入調	sang5<s>jiang4<s>jap5<s>diu6
上課	sang5<s>ko3
上年紀	sang5<s>nin4<s>gi2
上山	sang5<s>saan1
上聲	sang5<s>sing1
上書	sang5<s>syu1
上朝	sang5<s>ziu4
上不着天	sang6<s>bat2<s>ziak6<s>tin1
上不著天	sang6<s>bat2<s>ziak6<s>tin1
上蒼	sang6<s>caang1
上校	sang6<s>gaau3
上行下效	sang6<s>hiang4<s>jaa6<s>haau3
上款	sang6<s>hon2
上下	sang6<s>jaa6
上聯	sang6<s>lin4
上乘	sang6<s>sing6
上旬	sang6<s>slan4
上司	sang6<s>sli1
上疏	sang6<s>su3
尚書省	sang6<s>syu1<s>siang2
上尉	sang6<s>wai3
上層	sang6<s>zang4
上將	sang6<s>ziang3
澀訥	sap2<s>nat5
澀體	sap2<s>tai2
十馱	sap6<s>do6
十分之	sap6<s>fan6<s>zi1
十下	sap6<s>jaa5
什錦	sap6<s>kam2
十六鋪	sap6<s>loek5<s>pu3
十米	sap6<s>mai5
失匙夾萬	sat2<s>si4<s>gaap2<s>maan6
失着	sat2<s>ziak6
失著	sat2<s>ziak6
實行	sat6<s>hiang4
收聽	sau1<s>ting1
收藏	sau1<s>zaang4
首惡	sau2<s>aak2
手背	sau2<s>bui3
首倡	sau2<s>ciang3
首當其衝	sau2<s>daang1<s>gi4<s>coeng1
手氣背	sau2<s>hi3<s>bui6
手搖鑽	sau2<s>jiu4<s>zon3
手榴彈	sau2<s>lau4<s>daan6
首相	sau2<s>sliang3
獸檻	sau3<s>laam6
受降	sau6<s>haang4
受累	sau6<s>lui6
受禪	sau6<s>syun6
奢靡	se1<s>mi4
捨不得	se2<s>bat2<s>dak2
捨本逐末	se2<s>bun2<s>zoek6<s>mut5
捨得	se2<s>dak2
捨飯	se2<s>faan6
捨近求遠	se2<s>gan5<s>gau4<s>jyun5
捨己爲人	se2<s>gi2<s>wai6<s>njan4
捨棄	se2<s>hi3
捨下	se2<s>jaa6
捨命	se2<s>ming6
捨我其誰	se2<s>ngo5<s>gi4<s>sui4
捨身	se2<s>san1
捨身爲國	se2<s>san1<s>wai6<s>guk2
捨生取義	se2<s>siang1<s>cyu2<s>nji6
捨生忘死	se2<s>siang1<s>mung6<s>sli2
舍弟	se3<s>dai6
舍間	se3<s>gaan1
舍下	se3<s>jaa6
舍利	se3<s>li6
舍利子	se3<s>li6<s>zi2
蛇竇	se4<s>dau3
蛇頭	se4<s>dau4
蛇行	se4<s>hiang4
蛇蝎	se4<s>kyut2
蛇蠍	se4<s>kyut2
蛇心佛口	se4<s>slam1<s>fat6<s>hau2
蛇足	se4<s>zoek2
射雕英雄傳	se6<s>diu1<s>ing1<s>hoeng4<s>zyun6
射中	se6<s>zoeng3
詩經毛傳	si1<s>ging1<s>maau4<s>zyun6
施捨	si1<s>se2
嗜好	si3<s>haau3
勢如累卵	si3<s>jyu4<s>lui5<s>lun5
逝者如斯夫	si3<s>ze2<s>jyu4<s>sli1<s>fu4
時差	si4<s>caa1
時間	si4<s>gaan1
時興	si4<s>hing1
匙扣	si4<s>kau3
時鮮	si4<s>slyun1
市長	si5<s>ziang2
是邪非邪	si6<s>je4<s>fi1<s>je4
視覺	si6<s>kiak2
商埠	siang1<s>fau6
商賈	siang1<s>gu2
商號	siang1<s>haau6
傷痕累累	siang1<s>han4<s>lui5<s>lui5
商量	siang1<s>liang4
生長	siang1<s>ziang2
省份	siang2<s>fan6
省分	siang2<s>fan6
省減	siang2<s>gaam2
省略	siang2<s>liak5
省略號	siang2<s>liak5<s>haau6
省會	siang2<s>wai6
省長	siang2<s>ziang2
常識	siang4<s>sik2
嚐鮮	siang4<s>slyun1
識拔	sik2<s>baat6
識別	sik2<s>bit6
識趣	sik2<s>cyu3
適當	sik2<s>daang3
識丁	sik2<s>ding1
識鑒	sik2<s>gaam3
識見	sik2<s>gin3
識荊	sik2<s>ging1
識貨	sik2<s>hu3
適應	sik2<s>ing3
識破	sik2<s>pu3
識時務者爲俊傑	sik2<s>si4<s>mu6<s>ze2<s>wai4<s>zan3<s>gyut6
識羞	sik2<s>slau1
識相	sik2<s>sliang3
適中	sik2<s>zoeng1
石埠	sik6<s>bu6
食嗆	sik6<s>ciang1
碩果累累	sik6<s>go2<s>lui4<s>lui4
石輾	sik6<s>nen2
石幢	sik6<s>zung4
禪堂	sim4<s>daang4
禪定	sim4<s>ding6
禪房	sim4<s>fung4
禪機	sim4<s>gi1
單于	sim4<s>jyu4
嬋媛	sim4<s>jyun4
禪林	sim4<s>lam4
禪師	sim4<s>sai1
禪心	sim4<s>slam1
禪杖	sim4<s>ziang6
禪宗	sim4<s>zoeng1
聲調	sing1<s>diu6
升降	sing1<s>gaang3
勝敗	sing3<s>baai6
勝似	sing3<s>ci3
勝地	sing3<s>di6
勝負	sing3<s>fu6
勝境	sing3<s>ging2
勝景	sing3<s>ging2
勝於	sing3<s>jyu1
勝利	sing3<s>li6
勝任	sing3<s>njam6
勝算	sing3<s>slun3
勝狀	sing3<s>zaang6
勝仗	sing3<s>ziang3
勝跡	sing3<s>zik2
盛菜	sing4<s>caai3
承擔	sing4<s>daam1
盛飯	sing4<s>faan6
成分	sing4<s>fan6
乘間	sing4<s>gaan3
成吉思汗	sing4<s>gat2<s>sli1<s>haan4
承溜	sing4<s>lau6
盛殮	sing4<s>lim5
盛滿	sing4<s>mun5
丞相	sing4<s>sliang3
成數	sing4<s>su3
盛湯	sing4<s>taang1
盛載	sing4<s>zaai3
成長	sing4<s>ziang2
舌苔	sit6<s>daai4
少陪	siu2<s>bui4
少待	siu2<s>daai6
少見	siu2<s>gin3
少見多怪	siu2<s>gin3<s>do1<s>gwaai3
少候	siu2<s>hau6
少許	siu2<s>hyu2
少有	siu2<s>jau5
少頃	siu2<s>king2
少禮	siu2<s>lai5
少量	siu2<s>liang6
少數	siu2<s>su3
少不更事	siu3<s>bat2<s>gang1<s>sai6
少婦	siu3<s>fu6
少校	siu3<s>gaau3
少爺	siu3<s>je4
少男	siu3<s>naam4
少年	siu3<s>nin4
少女	siu3<s>nyu5
少小	siu3<s>sliu2
少尉	siu3<s>wai3
少壯	siu3<s>zaang3
少將	siu3<s>ziang3
紹興	siu6<s>hing1
紹興市	siu6<s>hing1<s>si5
三K黨	slaam1<s>K<s>daang2
三百六十行	slaam1<s>biak2<s>loek5<s>sap6<s>haang4
三尺僮	slaam1<s>cik2<s>doeng4
三擔水	slaam1<s>daam3<s>sui2
三馱	slaam1<s>do6
三分之	slaam1<s>fan6<s>zi1
三間	slaam1<s>gaan1
三更	slaam1<s>giang1
三更半夜	slaam1<s>giang1<s>bun3<s>jaa6
三下	slaam1<s>jaa5
三米	slaam1<s>mai5
三鋪	slaam1<s>pu1
三十六着	slaam1<s>sap6<s>loek5<s>ziak6
三十六著	slaam1<s>sap6<s>loek5<s>ziak6
三藏	slaam1<s>zaang6
三轉	slaam1<s>zyun3
散兵游勇	slaan2<s>bing1<s>jau4<s>joeng5
散兵遊勇	slaan2<s>bing1<s>jau4<s>joeng5
散髮	slaan2<s>faat2
散文	slaan2<s>fan4
散儒	slaan2<s>jyu4
散曲	slaan2<s>koek2
散亂	slaan2<s>lun6
散漫	slaan2<s>maan6
散套	slaan2<s>taau3
散體	slaan2<s>tai2
