A股	A<s>gu2
少見	siu2<s>gin3
少見多怪	siu2<s>gin3<s>do1<s>gwaai3
少候	siu2<s>hau6
少何	siu2<s>ho4
少許	siu2<s>hyu2
少有	siu2<s>jau5
少頃	siu2<s>king2
少禮	siu2<s>lai5
少量	siu2<s>loeng6
少安無躁	siu2<s>on1<s>mu4<s>cu3
少陪	siu2<s>pui4
少數	siu2<s>su3
少婦	siu3<s>fu5
少校	siu3<s>gaau3
少爺	siu3<s>je4
少男	siu3<s>naam4
少年	siu3<s>nin4
少年白	siu3<s>nin4<s>baak6
少女	siu3<s>nyu5
少小	siu3<s>sliu2
少小無猜	siu3<s>sliu2<s>mu4<s>caai1
少尉	siu3<s>wai3
少將	siu3<s>zoeng3
少壯	siu3<s>zong3
紹興	siu6<s>hing1
紹興市	siu6<s>hing1<s>si5
三十三	slaa1<s>aa6<s>slaam1
諰譡	slaai1<s>dong3
諰人	slaai1<s>jan4
嘥料	slaai1<s>liu2
㩄壞	slaai1<s>waai6
三K黨	slaam1<s>K<s>dong2
三百八	slaam1<s>baak3<s>bet3
三百六十行	slaam1<s>baak3<s>luk6<s>sap6<s>hong4
三八廿四	slaam1<s>bet3<s>jaa6<s>sli3
三八婆	slaam1<s>bet3<s>po4
三尺僮	slaam1<s>cek3<s>tung4
三長兩短	slaam1<s>coeng4<s>loeng5<s>dyun2
三寸釘	slaam1<s>cyun3<s>deng1
三擔水	slaam1<s>daam3<s>sui2
三點	slaam1<s>dim2
三點水	slaam1<s>dim2<s>sui2
三點頭	slaam1<s>dim2<s>tau4
三馱	slaam1<s>do6
三花	slaam1<s>faa1
三分二	slaam1<s>fan1<s>ji6
三分之	slaam1<s>fan6<s>zi1
三伏	slaam1<s>fuk6
三伏天	slaam1<s>fuk6<s>tin1
三更	slaam1<s>gaang1
三更半夜	slaam1<s>gaang1<s>bun3<s>je6
三更二鼓	slaam1<s>gaang1<s>ji6<s>gu2
三角板	slaam1<s>gok3<s>baan2
三角褲	slaam1<s>gok3<s>fu3
三角裙	slaam1<s>gok3<s>kwan4
三角麥	slaam1<s>gok3<s>mak6
三角梅	slaam1<s>gok3<s>mui4
三角棕	slaam1<s>gok3<s>zung3
三姑六婆	slaam1<s>gu1<s>luk6<s>po4
三滾粥	slaam1<s>gwan2<s>zuk1
三下	slaam1<s>haa5
三號米	slaam1<s>hu4<s>mai5
三號	slaam1<s>hu6
三言兩語	slaam1<s>jin4<s>loeng5<s>jyu5
三月三	slaam1<s>jyut6<s>slaam1
三輪車	slaam1<s>lan4<s>ce1
三兩	slaam1<s>loeng2
三馬仔	slaam1<s>maa5<s>zai2
三馬崽	slaam1<s>maa5<s>zai2
三萬五	slaam1<s>maan6<s>ng5
三米	slaam1<s>mai1
三年兩年	slaam1<s>nin4<s>loeng5<s>nin4
三年五年	slaam1<s>nin4<s>ng5<s>nin4
三鋪	slaam1<s>pu1
三十六着	slaam1<s>sap6<s>luk6<s>zoek6
三十六著	slaam1<s>sap6<s>luk6<s>zoek6
三三	slaam1<s>slaam1
三三八八	slaam1<s>slaam1<s>bet3<s>bet3
三三兩兩	slaam1<s>slaam1<s>loeng5<s>loeng5
三心兩意	slaam1<s>slam1<s>loeng5<s>ji3
三星公	slaam1<s>sling1<s>gung1
三頭兩日	slaam1<s>tau4<s>loeng5<s>jat6
三華李	slaam1<s>waa4<s>li5
三黃雞	slaam1<s>wong4<s>gai1
三進	slaam1<s>zan3
三隻手	slaam1<s>zek3<s>sau2
三指	slaam1<s>zi2
三字經	slaam1<s>zi6<s>ging1
三朝	slaam1<s>ziu1
三藏	slaam1<s>zong6
三轉	slaam1<s>zyun3
三岔路	slaam3<s>caa3<s>lu6
散兵游勇	slaan2<s>bing1<s>jau4<s>jung5
散兵遊勇	slaan2<s>bing1<s>jau4<s>jung5
散錢	slaan2<s>cin4
散髮	slaan2<s>faat3
散工	slaan2<s>gung1
散墟	slaan2<s>hyu1
散儒	slaan2<s>jyu4
散曲	slaan2<s>kuk1
散亂	slaan2<s>lyun6
散賣	slaan2<s>maai6
散漫	slaan2<s>maan6
散文	slaan2<s>man4
散體	slaan2<s>tai2
散套	slaan2<s>tu3
散仔	slaan2<s>zai2
散崽	slaan2<s>zai2
散紙	slaan2<s>zi2
散裝	slaan2<s>zong1
散播	slaan3<s>bo3
散佈	slaan3<s>bu3
散步	slaan3<s>bu6
散場	slaan3<s>coeng4
散傳單	slaan3<s>cyun4<s>daan1
散發	slaan3<s>faat3
散夥	slaan3<s>fo2
散戲	slaan3<s>hi3
散佚	slaan3<s>jat6
散落	slaan3<s>lok6
散失	slaan3<s>sat1
散心	slaan3<s>slam1
散置	slaan3<s>zi3
霎黑	slaap3<s>hak1
撒穀種	slaat3<s>guk1<s>zung2
撒秧	slaat3<s>joeng1
撒網	slaat3<s>mong5
捎一巴掌	slaau4<s>aa1<s>baa1<s>zoeng2
西北	slai1<s>bak1
西便	slai1<s>bin6
西服	slai1<s>fuk6
西貢蕉	slai1<s>gung3<s>ziu1
西瓜	slai1<s>gwaa1
西洋鴨	slai1<s>joeng4<s>aap3
西芹	slai1<s>kan4
西裙	slai1<s>kwan4
西蘭花	slai1<s>laan4<s>faa1
犀利	slai1<s>li6
西南	slai1<s>naam4
西頭	slai1<s>tau4
西肚	slai1<s>tu5
西屋	slai1<s>uk1
西葫蘆	slai1<s>wu4<s>lu4
西裝	slai1<s>zong1
西裝短褲	slai1<s>zong1<s>dyun2<s>fu3
西裝頭	slai1<s>zong1<s>tau4
西藏	slai1<s>zong6
洗一水	slai2<s>aa1<s>sui2
洗菜	slai2<s>coi3
洗過一水	slai2<s>go3<s>aa1<s>sui2
洗腳	slai2<s>goek3
細路	slai2<s>lu6
洗米	slai2<s>mai5
洗面	slai2<s>min6
洗面水	slai2<s>min6<s>sui2
洗衫	slai2<s>saam1
洗衫板	slai2<s>saam1<s>baan2
洗衫粉	slai2<s>saam1<s>fan2
洗衫鹼	slai2<s>saam1<s>gen2
洗身	slai2<s>san1
洗身房	slai2<s>san1<s>fong4
洗手	slai2<s>sau2
洗手果	slai2<s>sau2<s>go2
洗頭	slai2<s>tau4
洗燙	slai2<s>tong3
細胞核	slai3<s>baau1<s>hat6
細病	slai3<s>beng6
細車	slai3<s>ce1
細腸	slai3<s>coeng4
細單	slai3<s>daan1
細釘	slai3<s>deng1
細粉	slai3<s>fan2
細風	slai3<s>fung1
細腳鞋	slai3<s>goek3<s>haai4
細腳婆	slai3<s>goek3<s>po4
細怪	slai3<s>gwaai3
細鬼	slai3<s>gwai2
細巷	slai3<s>hong2
細葉榕	slai3<s>jip6<s>jung4
細葉桉	slai3<s>jip6<s>on1
細雨	slai3<s>jyu5
細襟	slai3<s>kam1
細佬	slai3<s>lu2
細佬哥	slai3<s>lu2<s>go1
細米	slai3<s>mai5
細蚊仔	slai3<s>man1<s>zai2
細蚊崽	slai3<s>man1<s>zai2
細妹	slai3<s>mui6
細𦛠𦛠	slai3<s>net1<s>net1
細呢呢	slai3<s>ni1<s>ni1
細搦搦	slai3<s>nik1<s>nik1
細擰擰	slai3<s>ning1<s>ning1
細糯	slai3<s>no6
細婆	slai3<s>po4
細手指	slai3<s>sau2<s>zi2
細聲	slai3<s>seng1
細屎窟	slai3<s>si2<s>fat1
細細聲	slai3<s>slai3<s>seng1
細叔	slai3<s>suk1
細鑊	slai3<s>wok6
細仔	slai3<s>zai2
細崽	slai3<s>zai2
細緻	slai3<s>zi3
細嚼慢咽	slai3<s>zoek3<s>maan6<s>jin3
噻百個	slak1<s>baak3<s>go3
塞車	slak1<s>ce1
噻日	slak1<s>jat6
噻十個	slak1<s>sap6<s>go3
噻時	slak1<s>si4
塞責	slak1<s>zaak3
塞住	slak1<s>zyu6
心不在焉	slam1<s>bat1<s>zoi6<s>jin4
心大心細	slam1<s>daai6<s>slam1<s>slai3
心煩	slam1<s>faan4
心甘	slam1<s>gam1
心驚	slam1<s>geng1
心驚驚	slam1<s>geng1<s>geng1
心肝椗	slam1<s>gon1<s>deng3
心廣體胖	slam1<s>gong2<s>tai2<s>pun4
心掛掛	slam1<s>gwaa3<s>gwaa3
心口	slam1<s>hau2
心口痛	slam1<s>hau2<s>tung3
心紅	slam1<s>hung4
心悒	slam1<s>jaap1
心裏底	slam1<s>li5<s>dai2
心裏頭	slam1<s>li5<s>tau4
心悶	slam1<s>mun6
心爽	slam1<s>song2
心痛	slam1<s>tung3
尋尋	slam4<s>slam4
新秤	slan1<s>cing3
新房	slan1<s>fong4
新姑爺	slan1<s>gu1<s>je4
新曆	slan1<s>lik6
新郎	slan1<s>long4
新郎哥	slan1<s>long4<s>go1
新郎公	slan1<s>long4<s>gung1
新米	slan1<s>mai5
新娘	slan1<s>noeng4
新婦	slan1<s>pu5
新屎坑	slan1<s>si2<s>haang1
新鮮	slan1<s>slin1
新簇簇	slan1<s>sluk1<s>sluk1
新正	slan1<s>zing1
新正流流	slan1<s>zing1<s>lau1<s>lau1
新裝	slan1<s>zong1
筍乾	slan2<s>gon1
筍殼	slan2<s>hok3
筍絲	slan2<s>si1
囟門	slan3<s>mun4
恂擻擻	slan4<s>slu4<s>slu4
恂簌簌	slan4<s>slu4<s>slu4
擤鼻涕	slang3<s>bi6<s>tai3
圾碎	slap1<s>slui3
𢶍碎	slap1<s>slui3
趿趿	slap6<s>slap6
霅霅	slap6<s>slap6
蟋蟀	slat1<s>zat1
修陰功	slau1<s>jam1<s>gung1
修悠	slau1<s>jau4
羞澀	slau1<s>sap1
羞惡之心	slau1<s>wu3<s>zi1<s>slam1
擻腳	slau2<s>goek3
擻層層	slau2<s>slang4<s>slang4
繡花	slau3<s>faa1
繡花針	slau3<s>faa1<s>zam1
些少	sle1<s>siu2
卸車	sle3<s>ce1
卸馱	sle3<s>do6
卸任	sle3<s>jam6
死板	sli2<s>baan2
死對頭	sli2<s>dui3<s>tau4
死火	sli2<s>fo2
死人	sli2<s>jan4
死翹翹	sli2<s>keu4<s>keu1
死爛	sli2<s>laan6
死綟	sli2<s>let3
死纈	sli2<s>let3
死屍	sli2<s>si1
死哂	sli2<s>slaai3
死水	sli2<s>sui2
死頭乾薑	sli2<s>tau4<s>gon1<s>goeng1
死賬	sli2<s>zoeng3
四十四	sli3<s>aa6<s>sli3
四點水	sli3<s>dim2<s>sui2
四馱	sli3<s>do6
四分鑿	sli3<s>fan1<s>zok6
四分之	sli3<s>fan6<s>zi1
四方凳	sli3<s>fong1<s>dang3
四方𡃈	sli3<s>fong1<s>kwaak3
四方框	sli3<s>fong1<s>kwaang1
四方檯	sli3<s>fong1<s>toi4
四季豆	sli3<s>gwai3<s>dau6
四季蒜	sli3<s>gwai3<s>slyun3
四下	sli3<s>haa5
四紅	sli3<s>hung4
四紅四	sli3<s>hung4<s>sli3
四紅中	sli3<s>hung4<s>zung1
四月豆	sli3<s>jyut6<s>dau6
四月天	sli3<s>jyut6<s>tin1
四兩	sli3<s>loeng2
四米	sli3<s>mai1
四面八方	sli3<s>min6<s>bet3<s>fong1
四眼	sli3<s>ngen5
四眼狗	sli3<s>ngen5<s>gau2
四平八穩	sli3<s>ping4<s>bet3<s>wan2
四四	sli3<s>sli3
四條傾	sli3<s>tiu4<s>king1
四通八達	sli3<s>tung1<s>bet3<s>daat6
四圍	sli3<s>wai4
四周圍	sli3<s>zau1<s>wai4
四隻傾	sli3<s>zek3<s>king1
四指	sli3<s>zi2
鮮卑	slin1<s>bi1
鮮花	slin1<s>faa1
鮮貨	slin1<s>fo3
鮮果	slin1<s>go2
鮮車怒馬	slin1<s>gyu1<s>nu6<s>maa5
鮮紅	slin1<s>hung4
鮮血	slin1<s>hyut3
仙人球	slin1<s>jan4<s>kau4
仙人掌	slin1<s>jan4<s>zoeng2
鮮衣美食	slin1<s>ji1<s>mi5<s>sik6
鮮艷	slin1<s>jim6
鮮豔	slin1<s>jim6
鮮妍	slin1<s>jin4
鮮肉	slin1<s>juk6
鮮亮	slin1<s>loeng6
鮮美	slin1<s>mi5
鮮明	slin1<s>ming4
鮮奶	slin1<s>naai5
仙婆	slin1<s>po4
先生	slin1<s>saang1
先頭	slin1<s>tau4
鮮甜	slin1<s>tim4
鮮活	slin1<s>wut6
鮮見	slin2<s>gin3
鮮有	slin2<s>jau5
鮮少	slin2<s>siu2
鮮爲人知	slin2<s>wai4<s>jan4<s>zi1
線步	slin3<s>bu6
鏾雞	slin3<s>gai1
線褂	slin3<s>gwaa3
線圈	slin3<s>hyun1
線笠	slin3<s>lap1
線碌	slin3<s>luk1
羨慕	slin3<s>mu6
線刨	slin3<s>peu4
線衫	slin3<s>saam1
線毯	slin3<s>taan2
星期日	sling1<s>ki4<s>jat6
星宿	sling1<s>slau3
鋅鐵	sling1<s>tit3
省察	sling2<s>caat3
省親	sling2<s>can1
醒定	sling2<s>ding6
省問	sling2<s>man6
省悟	sling2<s>ng6
省視	sling2<s>si6
醒噻	sling2<s>slak6
醒水	sling2<s>sui2
姓區	sling3<s>au1
姓覃	sling3<s>cam4
姓仇	sling3<s>cau4
姓賈	sling3<s>gaa2
姓解	sling3<s>haai6
姓任	sling3<s>jam4
姓繆	sling3<s>miu6
姓單	sling3<s>sin6
消口	sliu1<s>hau2
宵夜	sliu1<s>je2
消滯	sliu1<s>zai6
消長	sliu1<s>zoeng2
小便	sliu2<s>bin6
小產	sliu2<s>caan2
小處	sliu2<s>cyu3
小旦	sliu2<s>daan3
小調	sliu2<s>diu6
小販	sliu2<s>faan3
小口	sliu2<s>hau2
小氣	sliu2<s>hi3
小寒	sliu2<s>hon4
笑盈盈	sliu2<s>jang1<s>jang1
小厴	sliu2<s>jim2
小量	sliu2<s>loeng6
小滿	sliu2<s>mun5
小生	sliu2<s>saang1
小乘	sliu2<s>sing6
小心	sliu2<s>slam1
小雪	sliu2<s>slyut3
小暑	sliu2<s>syu2
小說	sliu2<s>syut3
小鏜鑼	sliu2<s>tong1<s>lo4
小肚	sliu2<s>tu5
小腿	sliu2<s>tui2
小傳	sliu2<s>zyun6
笑吟吟	sliu3<s>jam1<s>jam1
笑咔咔	sliu3<s>kaa1<s>kaa1
笑咳咳	sliu3<s>ket1<s>ket1
笑噱噱	sliu3<s>kok1<s>kok1
笑裏藏刀	sliu3<s>li5<s>cong4<s>du1
笑裡藏刀	sliu3<s>li5<s>cong4<s>du1
笑料	sliu3<s>liu2
笑咪咪	sliu3<s>mi1<s>mi1
笑眯眯	sliu3<s>mi1<s>mi1
笑瞇瞇	sliu3<s>mi1<s>mi1
笑喳喳	sliu3<s>ze4<s>ze4
莎草	slo1<s>cu2
蓑衣	slo1<s>ji1
大頭鎖	slo2
鎖邊	slo2<s>bin1
鎖骨	slo2<s>gwat1
鎖紐窿	slo2<s>nau2<s>lung1
鎖紐門	slo2<s>nau2<s>mun4
鎖匙	slo2<s>si4
鎖頭	slo2<s>tau4
傻佬	slo4<s>lu2
傻戇戇	slo4<s>ngang1<s>ngang1
傻仔	slo4<s>zai2
傻崽	slo4<s>zai2
相幫	sloeng1<s>bong1
相稱	sloeng1<s>cing3
相處	sloeng1<s>cyu5
相傳	sloeng1<s>cyun4
相得益彰	sloeng1<s>dak1<s>jik1<s>zoeng1
相戥	sloeng1<s>dang6
相當	sloeng1<s>dong1
相對	sloeng1<s>dui3
相反相成	sloeng1<s>faan2<s>sloeng1<s>sing4
廂房	sloeng1<s>fong4
相符	sloeng1<s>fu4
相逢	sloeng1<s>fung4
相間	sloeng1<s>gaan3
相敬如賓	sloeng1<s>ging3<s>jyu4<s>ban1
相干	sloeng1<s>gon1
相關	sloeng1<s>gwaan1
相好	sloeng1<s>hu2
相去無幾	sloeng1<s>hyu3<s>mu4<s>gi2
相依爲命	sloeng1<s>ji1<s>wai4<s>ming6
相應	sloeng1<s>jing3
相形見絀	sloeng1<s>jing4<s>gin3<s>zyut3
相容	sloeng1<s>jung4
相濡以沫	sloeng1<s>jyu4<s>ji5<s>mut6
箱籠	sloeng1<s>lung5
相宜	sloeng1<s>ni4
相安	sloeng1<s>on1
相撲	sloeng1<s>puk1
相思樹	sloeng1<s>si1<s>syu6
相識	sloeng1<s>sik1
相託	sloeng1<s>tok3
相知	sloeng1<s>zi1
相左	sloeng1<s>zo2
想嘔	sloeng2<s>au2
想要	sloeng2<s>jiu3
想死	sloeng2<s>sli2
想噦	sloeng2<s>we2
想着	sloeng2<s>zoek6
想著	sloeng2<s>zoek6
相親	sloeng3<s>can1
相家	sloeng3<s>gaa1
相機而動	sloeng3<s>gi1<s>ji4<s>dung6
相國	sloeng3<s>gok3
相公	sloeng3<s>gung1
相馬	sloeng3<s>maa5
相貌	sloeng3<s>maau6
相面	sloeng3<s>min6
相片	sloeng3<s>pin3
索帶褲	slok3<s>daai3<s>fu3
塑料	slok3<s>liu2
喪服	slong1<s>fuk6
喪儀	slong1<s>ji4
桑葉	slong1<s>jip6
喪禮	slong1<s>lai5
喪亂	slong1<s>lyun6
桑樹	slong1<s>syu6
喪葬	slong1<s>zong3
喪膽	slong3<s>daam2
喪家之犬	slong3<s>gaa1<s>zi1<s>hyun2
喪氣	slong3<s>hi3
喪權	slong3<s>kyun4
喪權辱國	slong3<s>kyun4<s>juk6<s>gok3
喪命	slong3<s>meng6
喪偶	slong3<s>ngau5
喪生	slong3<s>saang1
喪失	slong3<s>sat1
喪心病狂	slong3<s>slam1<s>beng6<s>kong4
喪盡天良	slong3<s>zan6<s>tin1<s>loeng4
喪志	slong3<s>zi3
喪鐘	slong3<s>zung1
臊蝦仔	slu1<s>haa1<s>zai2
臊蝦崽	slu1<s>haa1<s>zai2
蘇杭鋪	slu1<s>hong4<s>pu3
蘇聯薯	slu1<s>lin4<s>syu4
蘇梅醬	slu1<s>mui4<s>zoeng3
臊鼠	slu1<s>syu2
掃把	slu3<s>baa2
掃把星	slu3<s>baa2<s>sling1
素菜	slu3<s>coi3
素粉	slu3<s>fan2
掃墳	slu3<s>fan4
掃興	slu3<s>hing3
掃墓	slu3<s>mu6
素稔	slu3<s>nam5
擻擻𩄝𩄝	slu4<s>slu4<s>slaa4<s>slaa4
歲幾	slui3<s>gi2
歲零	slui3<s>leng4
碎料	slui3<s>liu2
碎紙	slui3<s>zi2
宿賊	sluk1<s>cak6
夙興夜寐	sluk1<s>hing1<s>je6<s>mi6
宿命	sluk1<s>ming6
宿惡	sluk1<s>ok3
宿舍	sluk1<s>se3
宿疾	sluk1<s>zat6
宿將	sluk1<s>zoeng3
宿醉	sluk1<s>zui3
鬆根	slung1<s>gan1
鬆緊褲	slung1<s>gan2<s>fu3
松茅	slung1<s>meu4
鬆泥	slung1<s>nai4
鬆散	slung1<s>slaan2
送親	slung3<s>can1
宋朝	slung3<s>ciu4
送客	slung3<s>haak3
送禮	slung3<s>lai5
送喪	slung3<s>slong1
送上	slung3<s>soeng5
送葬	slung3<s>zong3
送竈	slung3<s>zu3
需款甚亟	slyu1<s>fun2<s>sam6<s>gik1
需要	slyu1<s>jiu3
絮絮叨叨	slyu3<s>slyu3<s>du1<s>du1
酸菜	slyun1<s>coi3
酸醋	slyun1<s>cu3
宣傳	slyun1<s>cyun4
酸醰醰	slyun1<s>dam1<s>dam1
酸嗒子	slyun1<s>dep1<s>zi2
孫姑爺	slyun1<s>gu1<s>je4
酸嘢	slyun1<s>je5
酸楊桃	slyun1<s>joeng4<s>tu4
酸辣湯	slyun1<s>laat6<s>tong1
酸咪咪	slyun1<s>mi1<s>mi1
酸梅	slyun1<s>mui4
酸蒙	slyun1<s>mung4
孫女	slyun1<s>nyu2
孫新婦	slyun1<s>slan1<s>pu5
酸筍	slyun1<s>slan2
酸罈	slyun1<s>taam4
酸頭菜	slyun1<s>tau4<s>coi3
孫仔	slyun1<s>zai2
孫崽	slyun1<s>zai2
宣紙	slyun1<s>zi2
損兵折將	slyun2<s>bing1<s>zit3<s>zoeng3
算吧啦	slyun3<s>baa1<s>laa1
蒜茸	slyun3<s>jung4
蒜茸辣椒醬	slyun3<s>jung4<s>laat6<s>ziu1<s>zoeng3
蒜米	slyun3<s>mai5
算命	slyun3<s>meng6
算命先生	slyun3<s>meng6<s>slin1<s>saang1
算盤	slyun3<s>pun4
蒜心	slyun3<s>slam1
算術	slyun3<s>slat6
蒜頭	slyun3<s>tau4
旋轉	slyun4<s>zyun2
恤衫	slyut1<s>saam1
雪茄	slyut3<s>gaa1,slyut3<s>ke4,slyut3<s>ke2
雪融	slyut3<s>jung4
雪褸	slyut3<s>lau1
雪梨	slyut3<s>li4
雪米	slyut3<s>mai5
雪仗	slyut3<s>zoeng3
梳辮	so1<s>bin1
疏經	so1<s>gaang1
疏耕	so1<s>gaang1
梳髻	so1<s>gai3
梳孖辮	so1<s>maa1<s>bin1
梳頭	so1<s>tau4
疏堂大佬	so1<s>tong4<s>daai6<s>lu2
疏堂大姐	so1<s>tong4<s>daai6<s>ze2
疏堂細佬	so1<s>tong4<s>slai3<s>lu2
梳妝檯	so1<s>zongtoi4
疏記	so3<s>gi3
疏證	so3<s>zing3
上五寸下五寸	soe6<s>ng5<s>cyun3<s>haa6<s>ng5<s>cyun3
雙親	soeng1<s>can1
雙搶	soeng1<s>coeng2
商店	soeng1<s>dim3
商埠	soeng1<s>fau6
傷風	soeng1<s>fung1
雙虹	soeng1<s>gong3
商賈	soeng1<s>gu2
傷痕累累	soeng1<s>han4<s>lui5<s>lui5
傷氣	soeng1<s>hi3
雙響炮	soeng1<s>hoeng2<s>peu3
傷寒	soeng1<s>hon4
商號	soeng1<s>hu6
雙人旁	soeng1<s>jan4<s>pong4
雙休日	soeng1<s>jau1<s>jat6
商量	soeng1<s>loeng4
雙孖女	soeng1<s>maa1<s>nyu2
雙孖胎	soeng1<s>maa1<s>toi1
雙孖仔	soeng1<s>maa1<s>zai2
雙孖崽	soeng1<s>maa1<s>zai2
雙眼皮	soeng1<s>ngen5<s>pi4
雙縐	soeng1<s>zau3
上班	soeng5<s>baan1
上車	soeng5<s>ce1
上朝	soeng5<s>ciu4
上菜	soeng5<s>coi3
上牀	soeng5<s>cong4
上當	soeng5<s>dong3
上當受騙	soeng5<s>dong3<s>sau6<s>pin3
上街	soeng5<s>gaai1
上供	soeng5<s>gung3
上去	soeng5<s>hyu3
上陰入調	soeng5<s>jam1<s>jap6<s>diu6
上任	soeng5<s>jam6
上陽入調	soeng5<s>joeng4<s>jap6<s>diu6
上課	soeng5<s>ko3,soeng5<s>fo3
上螺絲	soeng5<s>lo4<s>si1
上岸	soeng5<s>ngon6
上年紀	soeng5<s>nin4<s>gi2
上山	soeng5<s>saan1
上聲	soeng5<s>seng1
上書	soeng5<s>syu1
上臺	soeng5<s>toi4
上堂	soeng5<s>tong4
上不着天	soeng6<s>bat1<s>zoek6<s>tin1
上不著天	soeng6<s>bat1<s>zoek6<s>tin1
上半夜	soeng6<s>bun3<s>je6
上半晚	soeng6<s>bun3<s>maan5
上半年	soeng6<s>bun3<s>nin4
上層	soeng6<s>cang4
上蒼	soeng6<s>cong1
上款	soeng6<s>fun2
上胛	soeng6<s>gaap3
上校	soeng6<s>gaau3
上個月	soeng6<s>go3<s>jyut6
上高	soeng6<s>gu1
上下	soeng6<s>haa2
上下一百個	soeng6<s>haa2<s>aa1<s>baak3<s>go3
上下十個	soeng6<s>haa2<s>sap6<s>go3
上下四十	soeng6<s>haa2<s>sli3<s>sap6
上行下效	soeng6<s>hang4<s>haa6<s>haau6
上海青	soeng6<s>hoi2<s>ceng1
上面	soeng6<s>min2
上午	soeng6<s>ng5
上乘	soeng6<s>sing6
上訴	soeng6<s>slu3
上疏	soeng6<s>so3
尚書省	soeng6<s>syu1<s>saang2
上尉	soeng6<s>wai3
上晝	soeng6<s>zau3
上隻月	soeng6<s>zek3<s>jyut6
上席	soeng6<s>zik6
上座	soeng6<s>zo6
上將	soeng6<s>zoeng3
塞翁失馬	soi3<s>jung1<s>sat1<s>maa5
賽龍船	soi3<s>lung4<s>syun4
塞外	soi3<s>ngoi6
嗍鼻涕	sok3<s>bi6<s>tai3
欶鼻涕	sok3<s>bi6<s>tai3
欶粉	sok3<s>fan2
數見不鮮	sok3<s>gin3<s>bat1<s>slin2
欶墨水	sok3<s>mak6<s>sui2
嗍田螺	sok3<s>tin4<s>lo4
數不勝數	su2<s>bat1<s>sing3<s>su2
數量	su3<s>loeng6
衰嘢	sui1<s>je5
衰仔	sui1<s>zai2
衰崽	sui1<s>zai2
水鴨	sui2<s>aap3
水吧	sui2<s>baa1
水筆	sui2<s>bat1
水車	sui2<s>ce1
水彩	sui2<s>coi2
水大	sui2<s>daai6
水豆腐	sui2<s>dau6<s>fu6
水竇口	sui2<s>dau6<s>hau2
水洞口	sui2<s>dung6<s>hau2
水分	sui2<s>fan6
水貨	sui2<s>fo3
水滸傳	sui2<s>fu2<s>zyun6
水庫	sui2<s>fu3
水庫魚	sui2<s>fu3<s>jyu4
水餃	sui2<s>geu2
水果	sui2<s>go2
水腳	sui2<s>goek3
水缸	sui2<s>gong1
水牯	sui2<s>gu2
水瓜	sui2<s>gwaa1
水滾	sui2<s>gwan3
水鞋	sui2<s>haai4
水殼	sui2<s>hok3
水菸筒	sui2<s>jin1<s>tung4
水魚	sui2<s>jyu4
水圓	sui2<s>jyun4
水月庵	sui2<s>jyut6<s>am1
水流吪吪	sui2<s>lau4<s>faa4<s>faa4
水裏底	sui2<s>li5<s>dai2
水裏頭	sui2<s>li5<s>tau4
水利溝	sui2<s>li6<s>gau1
水蘿蔔	sui2<s>lo4<s>baak6
水潦	sui2<s>lu5
水磨	sui2<s>mo6
水泥	sui2<s>nai4
水泥釘	sui2<s>nai4<s>deng1
水泥路	sui2<s>nai4<s>lu6
水泥瓦	sui2<s>nai4<s>ngaa5
水泥磚	sui2<s>nai4<s>zyun1
水銀	sui2<s>ngan4
水牛	sui2<s>ngau4
水爬蟲	sui2<s>paa4<s>cung4
水盆鴨	sui2<s>pun4<s>aap3
水盆雞	sui2<s>pun4<s>gai1
水蛇	sui2<s>se4
水蛇腰	sui2<s>se4<s>jiu1
水仙	sui2<s>slin1
水仙花	sui2<s>slin1<s>faa1
水氹	sui2<s>tam5
水頭	sui2<s>tau4
水蕹	sui2<s>ung3
水壺	sui2<s>wu4
水葫蘆	sui2<s>wu4<s>lu4
水晶肉	sui2<s>zing1<s>juk6
水壩	sui3<s>baa3
稅契	sui3<s>kai3
誰不知	sui4<s>bat1<s>zi1
垂柳成行	sui4<s>lau5<s>sing4<s>hong4
睡晏覺	sui6<s>aan3<s>geu3
睡飽哂	sui6<s>beu2<s>slaai3
睡錯枕	sui6<s>co3<s>zam2
睡得腍	sui6<s>dak1<s>nam4
睡椅	sui6<s>ji2
睡列列	sui6<s>laat6<s>laat6
睡戾頸	sui6<s>lai2<s>geng1
睡落去	sui6<s>lok6<s>hyu3
睡落來	sui6<s>lok6<s>lai4
睡冇夠	sui6<s>mu5<s>gau3
睡冇着	sui6<s>mu5<s>zoek6
睡夢	sui6<s>mung6
睡跋躠	sui6<s>paat6<s>slaat6
睡着	sui6<s>zoek6
睡著	sui6<s>zoek6
睡住	sui6<s>zyu6
叔伯大佬	suk1<s>baak3<s>daai6<s>lu2
叔伯大姐	suk1<s>baak3<s>daai6<s>ze2
叔伯兄弟	suk1<s>baak3<s>hing1<s>dai6
叔伯細佬	suk1<s>baak3<s>slai3<s>lu2
叔伯細妹	suk1<s>baak3<s>slai3<s>mui6
叔公	suk1<s>gung1
叔婆	suk1<s>po4
叔仔	suk1<s>zai2
叔崽	suk1<s>zai2
熟地	suk6<s>di6
贖當	suk6<s>dong3
熟過頭	suk6<s>go3<s>tau4
熟客	suk6<s>haak3
熟口熟面	suk6<s>hau2<s>suk6<s>min6
熟行	suk6<s>hong4
熟人	suk6<s>jan4
熟鹽	suk6<s>jim4
熟菸	suk6<s>jin1
淑媛	suk6<s>jyun4
